team_id,team_name,fifa_code,confederation,matches_played,wins,draws,losses,goals_for,goals_against,goal_difference,avg_goals_for,avg_goals_against,win_rate,points
41,Chile,CHI,CONMEBOL,87,27,23,37,99,111,-12,1.1379310344827587,1.2758620689655173,0.3103448275862069,104
21,Belize,BLZ,CONCACAF,39,12,4,23,44,70,-26,1.1282051282051282,1.794871794871795,0.3076923076923077,40
105,Kuwait,KUW,AFC,85,26,24,35,106,120,-14,1.2470588235294118,1.411764705882353,0.3058823529411765,102
120,Maldives,MDV,AFC,46,14,6,26,45,75,-30,0.9782608695652174,1.6304347826086956,0.30434782608695654,48
100,Kazakhstan,KAZ,UEFA,79,24,14,41,82,128,-46,1.0379746835443038,1.620253164556962,0.3037974683544304,86
151,Peru,PER,CONMEBOL,93,28,22,43,84,113,-29,0.9032258064516129,1.2150537634408602,0.3010752688172043,106
131,Mozambique,MOZ,CAF,80,24,22,34,83,106,-23,1.0375,1.325,0.3,94
117,Madagascar,MAD,CAF,64,19,18,27,78,95,-17,1.21875,1.484375,0.296875,75
133,Namibia,NAM,CAF,68,20,19,29,62,81,-19,0.9117647058823529,1.1911764705882353,0.29411764705882354,79
11,Aruba,ARU,CONCACAF,34,10,3,21,50,85,-35,1.4705882352941178,2.5,0.29411764705882354,33
147,Palestine,PLE,AFC,68,20,22,26,74,81,-7,1.088235294117647,1.1911764705882353,0.29411764705882354,82
19,Belarus,BLR,UEFA,79,23,19,37,82,123,-41,1.0379746835443038,1.5569620253164558,0.2911392405063291,88
109,Lebanon,LBN,AFC,73,21,17,35,71,81,-10,0.9726027397260274,1.1095890410958904,0.2876712328767123,80
123,Mauritania,MTN,CAF,80,23,22,35,64,97,-33,0.8,1.2125,0.2875,91
17,Bangladesh,BAN,AFC,70,20,19,31,58,98,-40,0.8285714285714286,1.4,0.2857142857142857,79
199,Turkmenistan,TKM,AFC,35,10,6,19,36,59,-23,1.0285714285714285,1.6857142857142857,0.2857142857142857,36
26,Bosnia and Herzegovina,BIH,UEFA,81,23,23,35,92,119,-27,1.1358024691358024,1.4691358024691359,0.2839506172839506,92
